START_DATE*,END_DATE*,START*,STOP*,MILES*,PLACE_TYPE*,USER*
10/8/2016 18:15,10/8/2016 18:18,Karachi,Unknown Location,8.0,BAR,Elizabeth Gross
10/9/2016 14:04,10/9/2016 14:23,Unknown Location,Unknown Location,7.7,RESTAURANT,Kylie Gordon
10/10/2016 17:22,10/10/2016 17:28,Islamabad,Islamabad,1.7,RESTAURANT,David Hartman
10/10/2016 17:33,10/10/2016 18:13,Islamabad,Unknown Location,9.5,OTHERS,Troy Stewart
10/11/2016 1:27,10/11/2016 2:08,Unknown Location,R?walpindi,17.1,RESTAURANT,William Walker
10/12/2016 19:18,10/12/2016 19:21,R?walpindi,Unknown Location,18.4,OFFICE,Kylie Gordon
10/13/2016 11:20,10/13/2016 11:58,Unknown Location,Islamabad,9.8,OTHERS,William Jennings
10/13/2016 12:08,10/13/2016 12:14,Islamabad,Islamabad,1.0,GYM,Courtney Jones
10/13/2016 13:02,10/13/2016 13:02,Islamabad,Islamabad,0.7,PLAY ARENA,Alexandra Lewis
10/13/2016 13:37,10/13/2016 13:46,Islamabad,Islamabad,2.3,SHOPPING,Patricia Marshall
10/13/2016 16:08,10/13/2016 16:53,Islamabad,Unknown Location,10.9,OTHERS,Kylie Gordon
10/14/2016 8:50,10/14/2016 9:44,Unknown Location,R?walpindi,12.7,PLAY ARENA,David Hartman
10/14/2016 10:16,10/14/2016 10:52,R?walpindi,Unknown Location,12.4,OTHERS,Alexis Barry
10/14/2016 15:56,10/14/2016 16:20,Unknown Location,Unknown Location,3.8,OFFICE,Paul Smith
10/14/2016 23:54,10/15/2016 2:06,Unknown Location,R?walpindi,17.0,BAR,John Peters
10/15/2016 22:28,10/15/2016 22:48,Morrisville,Morrisville,6.2,GYM,Sarah Peck
10/16/2016 0:01,10/16/2016 0:14,Morrisville,Cary,3.1,SHOPPING,Wesley Wilson
10/16/2016 12:52,10/16/2016 13:11,Cary,Durham,10.5,RESTAURANT,Jeremy Price
10/16/2016 14:40,10/16/2016 15:01,Durham,Morrisville,8.1,OFFICE,John Peters
10/16/2016 15:10,10/16/2016 15:19,Morrisville,Cary,3.1,RESTAURANT,Troy Stewart
10/16/2016 19:27,10/16/2016 19:33,Whitebridge,Parkway,2.1,OFFICE,Maria Tran
10/16/2016 20:30,10/16/2016 20:39,Cary,Morrisville,4.3,RESTAURANT,Alexis Barry
10/16/2016 21:34,10/16/2016 21:41,Morrisville,Cary,2.5,PLAY ARENA,John Medina
10/17/2016 15:19,10/17/2016 15:57,Cary,Raleigh,20.6,OTHERS,Nancy Brennan
10/17/2016 16:29,10/17/2016 17:11,Raleigh,Cary,17.6,BAR,Amber Young
10/17/2016 18:02,10/17/2016 18:16,Cary,Apex,5.6,BAR,Steven Jones
10/17/2016 18:31,10/17/2016 18:45,Apex,Apex,3.3,GYM,Chad Davis
10/17/2016 19:08,10/17/2016 19:25,Apex,Cary,5.3,BAR,Rose Cruz
10/18/2016 8:12,10/18/2016 8:22,Whitebridge,Edgehill Farms,3.3,OTHERS,John Peters
10/18/2016 8:53,10/18/2016 9:02,Edgehill Farms,Whitebridge,3.3,OFFICE,David Patel
10/18/2016 10:41,10/18/2016 11:09,Cary,Morrisville,7.9,GYM,Alexandria Barrett
10/18/2016 18:12,10/18/2016 18:33,Oakland,Emeryville,13.0,PLAY ARENA,Brendan Rivera
10/18/2016 19:03,10/18/2016 19:13,Emeryville,Berkeley,3.0,PLAY ARENA,Samantha Coleman
10/18/2016 20:31,10/18/2016 20:37,Berkeley,Emeryville,3.0,SHOPPING,David Hartman
10/19/2016 9:33,10/19/2016 9:47,Emeryville,Oakland,3.8,OFFICE,Rachel Williams
10/19/2016 9:54,10/19/2016 10:21,Oakland,San Francisco,9.5,GYM,Kylie Gordon
10/19/2016 13:45,10/19/2016 13:56,SOMISSPO,French Quarter,1.7,SHOPPING,Jeremy Price
10/19/2016 14:02,10/19/2016 14:31,San Francisco,Berkeley,10.8,RESTAURANT,Nicole Garrett
10/19/2016 15:44,10/19/2016 16:02,West Berkeley,North Berkeley Hills,4.1,PLAY ARENA,Michael Mckinney
10/19/2016 16:06,10/19/2016 16:19,North Berkeley Hills,Southside,2.2,OFFICE,Tracy Hanna
10/19/2016 16:33,10/19/2016 17:01,Berkeley,Emeryville,4.6,SHOPPING,Aaron Webb
10/20/2016 11:26,10/20/2016 11:34,Emeryville,Berkeley,3.1,BAR,Mark Rodriguez DDS
10/20/2016 12:19,10/20/2016 13:17,Berkeley,San Jose,47.7,GYM,Troy Stewart
10/20/2016 20:44,10/20/2016 21:37,San Jose,Emeryville,44.6,BAR,Michael Mckinney
10/21/2016 10:06,10/21/2016 10:21,Emeryville,Oakland,13.2,PLAY ARENA,Paul Smith
10/22/2016 0:54,10/22/2016 1:09,Morrisville,Cary,8.7,GYM,Matthew Russell
10/22/2016 13:26,10/22/2016 14:03,Cary,Raleigh,17.2,RESTAURANT,Maria Tran
10/22/2016 17:08,10/22/2016 17:55,Raleigh,Cary,14.0,PLAY ARENA,Sophia Hernandez
10/23/2016 9:24,10/23/2016 10:05,Cary,Raleigh,28.1,BAR,Amber Young
10/23/2016 12:17,10/23/2016 12:59,Raleigh,Cary,28.2,RESTAURANT,Richard Reid
10/23/2016 19:04,10/23/2016 19:14,Cary,Morrisville,3.1,PLAY ARENA,Samantha Coleman
10/23/2016 21:10,10/23/2016 21:25,Morrisville,Cary,3.1,SHOPPING,Erika Brown
10/24/2016 14:57,10/24/2016 15:26,Cary,Durham,16.4,SHOPPING,Richard Reid
10/24/2016 15:33,10/24/2016 16:13,Durham,Morrisville,15.4,GYM,Nancy Brennan
10/24/2016 16:34,10/24/2016 16:41,Morrisville,Cary,2.2,RESTAURANT,William Walker
10/25/2016 13:27,10/25/2016 14:08,Cary,Apex,11.2,SHOPPING,Mark Rodriguez DDS
10/25/2016 15:04,10/25/2016 15:11,Apex,Eagle Rock,2.2,GYM,Samantha Coleman
10/25/2016 15:16,10/25/2016 15:33,Eagle Rock,Cary,3.6,PLAY ARENA,Sophia Hernandez
10/25/2016 20:00,10/25/2016 20:11,Whitebridge,Savon Height,3.6,BAR,William Jennings
10/25/2016 20:54,10/25/2016 21:03,Savon Height,Parkway,4.9,OTHERS,Heather Mcguire
10/25/2016 22:24,10/25/2016 22:45,Parkway,Whitebridge,8.7,OFFICE,David Rodriguez
10/26/2016 19:25,10/26/2016 19:31,Whitebridge,Parkway,2.1,PLAY ARENA,William Jennings
10/26/2016 20:53,10/26/2016 21:03,Parkway,Whitebridge,2.1,SHOPPING,Alexis Barry
10/27/2016 18:51,10/27/2016 19:16,Cary,Morrisville,8.4,SHOPPING,Steven Jones
10/27/2016 19:20,10/27/2016 19:35,Morrisville,Morrisville,5.9,RESTAURANT,Margaret Brock
10/27/2016 19:52,10/27/2016 20:21,Huntington Woods,Huntington Woods,12.1,OFFICE,Patricia Marshall
10/27/2016 20:47,10/27/2016 20:54,Huntington Woods,Weston,3.9,OTHERS,Chad Davis
10/27/2016 21:26,10/27/2016 21:48,Morrisville,Cary,6.2,GYM,Troy Stewart
10/28/2016 11:34,10/28/2016 11:52,Cary,Durham,10.4,RESTAURANT,Maria Tran
10/28/2016 13:06,10/28/2016 13:36,Durham,Cary,9.9,GYM,Kelly Torres
10/28/2016 15:53,10/28/2016 17:59,Cary,Winston Salem,107.0,OFFICE,Ryan Barnes
10/28/2016 18:13,10/28/2016 20:07,Winston Salem,Asheville,133.6,GYM,David Hartman
10/28/2016 20:13,10/28/2016 22:00,Asheville,Topton,91.8,RESTAURANT,Alexandra Lewis
10/29/2016 15:22,10/29/2016 17:05,Topton,Hayesville,40.7,OTHERS,Michael Mckinney
10/29/2016 17:13,10/29/2016 19:19,Hayesville,Topton,75.7,RESTAURANT,Erika Brown
10/30/2016 7:49,10/30/2016 8:30,Topton,Bryson City,29.8,BAR,Lance Chan
10/30/2016 9:07,10/30/2016 10:09,Bryson City,Bryson City,16.3,SHOPPING,Sarah Peck
10/30/2016 10:11,10/30/2016 10:38,Bryson City,Bryson City,6.5,PLAY ARENA,Michelle Day
10/30/2016 10:51,10/30/2016 11:21,Bryson City,Bryson City,6.3,RESTAURANT,Brendan Rivera
10/30/2016 12:24,10/30/2016 12:35,Bryson City,Almond,6.6,BAR,Patricia Marshall
10/30/2016 12:58,10/30/2016 13:18,Almond,Bryson City,15.2,GYM,Ryan Barnes
10/30/2016 13:24,10/30/2016 14:37,Bryson City,Asheville,68.4,RESTAURANT,Heather Maxwell
10/30/2016 15:22,10/30/2016 18:23,Asheville,Mebane,195.9,RESTAURANT,Elizabeth Gross
10/30/2016 18:26,10/30/2016 19:39,Mebane,Cary,45.2,GYM,Richard Reid
10/31/2016 18:11,10/31/2016 18:20,Cary,Morrisville,3.2,BAR,William Jennings
10/31/2016 18:47,10/31/2016 19:16,Morrisville,Raleigh,10.3,OTHERS,Heather Mcguire
10/31/2016 20:18,10/31/2016 20:44,Raleigh,Cary,13.1,RESTAURANT,John Peters
10/31/2016 21:45,10/31/2016 22:10,Savon Height,Whitebridge,9.6,SHOPPING,Samantha Coleman
11/1/2016 11:50,11/1/2016 12:27,Cary,Durham,16.5,SHOPPING,Maria Tran
11/1/2016 16:29,11/1/2016 17:02,Durham,Cary,12.8,OTHERS,Lance Chan
11/1/2016 17:35,11/1/2016 17:42,Whitebridge,Whitebridge,1.2,PLAY ARENA,Alexis Wang
11/1/2016 19:14,11/1/2016 19:20,Whitebridge,Whitebridge,1.0,PLAY ARENA,Richard Reid
11/1/2016 19:59,11/1/2016 20:12,Whitebridge,Whitebridge,4.1,OTHERS,George Thomas Jr.
11/1/2016 20:41,11/1/2016 20:55,Whitebridge,Whitebridge,4.2,PLAY ARENA,Amber Young
11/2/2016 15:10,11/2/2016 15:18,Whitebridge,Westpark Place,1.4,OTHERS,Paul Smith
11/2/2016 15:45,11/2/2016 15:52,Westpark Place,Whitebridge,1.8,GYM,Tracy Hanna
11/2/2016 16:46,11/2/2016 17:11,Cary,Morrisville,8.5,GYM,Erika Brown
11/2/2016 17:34,11/2/2016 17:49,Morrisville,Morrisville,5.0,GYM,Kelly Torres
11/2/2016 17:53,11/2/2016 18:00,Morrisville,Cary,3.8,BAR,Ryan Barnes
11/3/2016 11:28,11/3/2016 11:34,Whitebridge,Hazelwood,2.5,OTHERS,Traci Braun
11/3/2016 12:43,11/3/2016 12:49,Hazelwood,Whitebridge,2.4,GYM,Brendan Rivera
11/3/2016 13:42,11/3/2016 13:47,Whitebridge,Westpark Place,1.4,OFFICE,Aaron Webb
11/3/2016 14:13,11/3/2016 14:26,Westpark Place,Whitebridge,1.8,OFFICE,Courtney Jones
11/3/2016 18:51,11/3/2016 19:08,Cary,Morrisville,3.1,GYM,Alexis Wang
11/3/2016 22:46,11/3/2016 22:58,Morrisville,Cary,3.1,GYM,Alexis Wang
11/4/2016 10:02,11/4/2016 10:18,Cary,Morrisville,7.9,GYM,John Medina
11/4/2016 18:14,11/4/2016 18:21,San Jose,Santa Clara,3.8,GYM,Nicole Garrett
11/4/2016 21:04,11/4/2016 21:20,Agnew,Cory,4.3,OTHERS,Paul Smith
11/4/2016 22:12,11/4/2016 22:25,Cory,Agnew,3.9,GYM,Richard Reid
11/5/2016 8:34,11/5/2016 8:43,Agnew,Renaissance,2.2,BAR,David Rodriguez
11/5/2016 17:29,11/5/2016 17:40,Renaissance,Agnew,2.8,PLAY ARENA,Jeremy Price
11/5/2016 19:20,11/5/2016 19:28,Agnew,Agnew,2.2,SHOPPING,William Jennings
11/6/2016 10:50,11/6/2016 11:04,Agnew,Renaissance,2.4,OTHERS,Nancy Brennan
11/6/2016 16:05,11/6/2016 16:22,Renaissance,Agnew,2.8,BAR,Richard Reid
11/6/2016 16:27,11/6/2016 17:28,Santa Clara,Berkeley,43.9,SHOPPING,Chad Davis
11/6/2016 19:04,11/6/2016 19:12,Downtown,West Berkeley,1.8,OFFICE,Aaron Webb
11/6/2016 20:06,11/6/2016 20:21,West Berkeley,Central,3.3,OFFICE,Courtney Jones
11/7/2016 12:28,11/7/2016 12:57,Berkeley,San Francisco,11.8,RESTAURANT,Paul Smith
11/7/2016 19:17,11/7/2016 19:57,San Francisco,Berkeley,13.2,OFFICE,Erika Brown
11/8/2016 10:29,11/8/2016 10:57,Berkeley,San Francisco,12.2,OFFICE,Heather Maxwell
11/8/2016 12:16,11/8/2016 12:49,San Francisco,Berkeley,11.3,SHOPPING,William Jennings
11/8/2016 13:41,11/8/2016 14:01,Berkeley,Emeryville,3.6,GYM,Nancy Brennan
11/8/2016 16:21,11/8/2016 16:34,Emeryville,Berkeley,3.0,PLAY ARENA,Lynn Elliott
11/9/2016 13:08,11/9/2016 13:41,Berkeley,San Francisco,11.4,RESTAURANT,Chad Davis
11/9/2016 15:58,11/9/2016 16:04,NOMA,Downtown,0.9,BAR,George Thomas Jr.
11/9/2016 17:31,11/9/2016 18:03,Downtown,Sunnyside,6.2,GYM,Traci Braun
11/9/2016 18:09,11/9/2016 18:14,Sunnyside,Ingleside,0.7,OTHERS,Erika Brown
11/9/2016 18:21,11/9/2016 18:35,Ingleside,Potrero Flats,5.5,OFFICE,Chad Davis
11/9/2016 18:40,11/9/2016 19:17,San Francisco,Oakland,12.7,SHOPPING,Rose Cruz
11/9/2016 20:52,11/9/2016 21:02,Oakland,Berkeley,2.6,OFFICE,Cynthia Campbell
11/9/2016 21:56,11/9/2016 22:02,Central,Central,1.1,OFFICE,Tracy Hanna
11/10/2016 9:46,11/10/2016 10:15,Berkeley,San Francisco,12.6,PLAY ARENA,David Whitaker
11/10/2016 10:20,11/10/2016 10:31,Tenderloin,SOMISSPO,1.2,RESTAURANT,Tracy Hanna
11/10/2016 14:57,11/10/2016 15:07,SOMISSPO,Tenderloin,1.1,OTHERS,Michael Mckinney
11/10/2016 15:17,11/10/2016 15:22,San Francisco,Oakland,9.9,OFFICE,Rachel Williams
11/10/2016 15:30,11/10/2016 15:53,Oakland,Berkeley,6.0,OTHERS,Paul Smith
11/10/2016 19:18,11/10/2016 19:21,West Berkeley,Central,0.8,RESTAURANT,Alexandria Barrett
11/11/2016 9:35,11/11/2016 10:23,Berkeley,Menlo Park,45.9,BAR,Matthew Russell
11/11/2016 12:58,11/11/2016 13:13,Menlo Park,Palo Alto,4.0,OFFICE,Amber Young
11/11/2016 14:20,11/11/2016 14:32,Palo Alto,Menlo Park,2.5,GYM,Nancy Brennan
11/11/2016 14:39,11/11/2016 15:46,Menlo Park,Berkeley,36.6,GYM,Nancy Brennan
11/11/2016 18:30,11/11/2016 18:43,Central,College Avenue,2.9,RESTAURANT,Michael Mckinney
11/11/2016 21:08,11/11/2016 21:18,College Avenue,Central,2.6,OFFICE,Erika Brown
11/12/2016 10:32,11/12/2016 10:52,Central,South,2.3,PLAY ARENA,Tracy Hanna
11/12/2016 10:55,11/12/2016 11:25,South,Downtown,6.4,SHOPPING,Mark Rodriguez DDS
11/12/2016 13:07,11/12/2016 13:15,Downtown,Central,1.4,RESTAURANT,David Patel
11/12/2016 13:46,11/12/2016 13:50,Central,West Berkeley,0.6,PLAY ARENA,Patricia Marshall
11/12/2016 14:22,11/12/2016 14:53,West Berkeley,South,5.9,GYM,Kelly Torres
11/12/2016 15:14,11/12/2016 15:21,South,Southwest Berkeley,0.8,OTHERS,George Thomas Jr.
11/12/2016 15:25,11/12/2016 15:36,Berkeley,Emeryville,1.3,OFFICE,Heather Mcguire
11/12/2016 15:40,11/12/2016 15:59,Emeryville,Berkeley,3.7,BAR,Troy Stewart
11/13/2016 8:54,11/13/2016 9:02,Central,Central,2.3,SHOPPING,Jeremy Price
11/13/2016 9:27,11/13/2016 9:53,Central,Central,2.6,OTHERS,Kylie Gordon
11/13/2016 10:31,11/13/2016 10:37,Central,Southside,1.9,RESTAURANT,Heather Mcguire
11/13/2016 11:04,11/13/2016 11:16,Southside,West Berkeley,2.1,OFFICE,Alexis Barry
11/13/2016 12:22,11/13/2016 12:51,West Berkeley,Southside,4.0,PLAY ARENA,Heather Mcguire
11/13/2016 13:05,11/13/2016 13:11,Southside,South Berkeley,0.9,PLAY ARENA,David Hartman
11/13/2016 13:14,11/13/2016 13:18,South Berkeley,Southside,0.9,OFFICE,George Thomas Jr.
11/13/2016 14:35,11/13/2016 14:46,Southside,Central,2.4,OFFICE,David Hartman
11/13/2016 15:14,11/13/2016 15:24,Central,Southside,1.9,OFFICE,Amber Young
11/13/2016 15:47,11/13/2016 15:59,Southside,Central,1.9,RESTAURANT,Alexandria Barrett
11/14/2016 11:24,11/14/2016 12:13,Berkeley,Mountain View,44.6,RESTAURANT,Alexis Barry
11/14/2016 13:40,11/14/2016 14:33,Mountain View,Berkeley,43.6,OTHERS,Erika Brown
11/14/2016 15:27,11/14/2016 15:36,Berkeley,Emeryville,2.5,RESTAURANT,Alexandra Lewis
11/14/2016 20:19,11/14/2016 20:30,Emeryville,Berkeley,3.7,PLAY ARENA,Lynn Elliott
11/15/2016 13:59,11/15/2016 14:06,Berkeley,Oakland,5.1,RESTAURANT,Troy Stewart
11/15/2016 14:09,11/15/2016 14:26,Oakland,San Francisco,9.7,OFFICE,Wesley Wilson
11/15/2016 20:44,11/15/2016 21:00,San Francisco,Berkeley,11.8,RESTAURANT,Paul Smith
11/16/2016 20:21,11/16/2016 20:27,Berkeley,El Cerrito,2.3,GYM,Samantha Coleman
11/16/2016 22:52,11/16/2016 23:02,El Cerrito,Berkeley,3.1,OFFICE,Margaret Brock
11/17/2016 10:13,11/17/2016 10:44,Berkeley,Oakland,16.3,PLAY ARENA,Kelly Torres
11/18/2016 20:09,11/18/2016 20:19,Cary,Morrisville,3.1,SHOPPING,Samantha Coleman
11/18/2016 21:23,11/18/2016 21:34,Morrisville,Cary,5.2,BAR,Sophia Hernandez
11/18/2016 21:56,11/18/2016 22:21,Krendle Woods,Whitebridge,6.1,SHOPPING,Rachel Williams
11/19/2016 13:51,11/19/2016 14:10,Cary,Durham,10.3,OTHERS,Courtney Jones
11/19/2016 14:30,11/19/2016 14:51,Durham,Cary,10.5,OTHERS,George Thomas Jr.
11/19/2016 16:01,11/19/2016 16:06,Cary,Cary,1.5,OTHERS,Chad Davis
11/19/2016 16:27,11/19/2016 16:41,Cary,Cary,1.8,PLAY ARENA,Paul Smith
11/19/2016 17:41,11/19/2016 17:54,Cary,Apex,5.4,RESTAURANT,William Jennings
11/19/2016 21:14,11/19/2016 21:35,Apex,Cary,5.4,OFFICE,Margaret Brock
11/20/2016 10:27,11/20/2016 11:32,Cary,Cary,39.2,OFFICE,Rose Cruz
11/20/2016 11:58,11/20/2016 12:28,Cary,Cary,6.4,SHOPPING,Heather Maxwell
11/20/2016 14:58,11/20/2016 15:07,Cary,Cary,2.7,PLAY ARENA,Rose Cruz
11/20/2016 17:45,11/20/2016 18:37,Cary,Cary,18.5,PLAY ARENA,Aaron Webb
11/21/2016 13:37,11/21/2016 13:49,Cary,Cary,2.5,OTHERS,Heather Mcguire
11/21/2016 14:34,11/21/2016 14:44,Cary,Cary,2.1,GYM,William Jennings
11/21/2016 17:50,11/21/2016 18:04,Cary,Unknown Location,6.7,RESTAURANT,Chad Davis
11/21/2016 18:18,11/21/2016 18:27,Unknown Location,Morrisville,3.5,SHOPPING,Paul Smith
11/21/2016 18:43,11/21/2016 18:51,Morrisville,Cary,3.4,OTHERS,Samantha Coleman
11/22/2016 15:12,11/22/2016 15:27,Cary,Cary,5.5,BAR,John Medina
11/22/2016 15:31,11/22/2016 15:44,Cary,Cary,4.1,OTHERS,Troy Stewart
11/22/2016 15:51,11/22/2016 16:43,Cary,Cary,12.7,BAR,George Thomas Jr.
11/22/2016 18:18,11/22/2016 18:28,Cary,Morrisville,3.0,RESTAURANT,Alexis Wang
11/22/2016 21:02,11/22/2016 21:14,Morrisville,Cary,3.5,BAR,Richard Reid
11/23/2016 15:34,11/23/2016 15:50,Cary,Cary,5.9,OTHERS,Nicole Garrett
11/23/2016 16:18,11/23/2016 16:29,Cary,Cary,1.9,PLAY ARENA,Amber Young
11/23/2016 16:49,11/23/2016 17:00,Cary,Cary,3.3,GYM,Kylie Gordon
11/23/2016 18:37,11/23/2016 18:47,Cary,Cary,1.3,OFFICE,Michael Mckinney
11/25/2016 11:47,11/25/2016 12:04,Cary,Durham,10.3,SHOPPING,Nicole Garrett
11/25/2016 13:13,11/25/2016 13:31,Durham,Cary,11.1,GYM,William Jennings
11/26/2016 15:54,11/26/2016 15:59,Cary,Cary,1.4,GYM,Troy Stewart
11/26/2016 17:00,11/26/2016 17:12,Cary,Apex,5.1,OFFICE,Kelly Torres
11/26/2016 17:36,11/26/2016 17:56,Apex,Holly Springs,9.0,PLAY ARENA,Heather Maxwell
11/26/2016 18:29,11/26/2016 19:04,Holly Springs,Cary,13.3,BAR,Nancy Brennan
11/26/2016 19:47,11/26/2016 19:54,Cary,Cary,2.5,SHOPPING,Tracy Hanna
11/27/2016 15:59,11/27/2016 16:06,Cary,Morrisville,3.3,RESTAURANT,Wesley Wilson
11/27/2016 18:55,11/27/2016 19:09,Morrisville,Cary,2.9,OFFICE,Kylie Gordon
11/30/2016 11:03,11/30/2016 11:34,Cary,Raleigh,8.5,OTHERS,David Rodriguez
11/30/2016 11:53,11/30/2016 12:35,Raleigh,Morrisville,6.7,GYM,Richard Reid
11/30/2016 12:43,11/30/2016 12:53,Morrisville,Cary,3.1,PLAY ARENA,David Hartman
12/1/2016 7:44,12/1/2016 7:59,Cary,Cary,5.5,SHOPPING,Alexis Wang
12/1/2016 8:37,12/1/2016 8:53,Cary,Cary,5.5,SHOPPING,Erika Brown
12/1/2016 18:00,12/1/2016 18:12,Cary,Morrisville,2.9,BAR,Wesley Wilson
12/1/2016 20:36,12/1/2016 20:46,Morrisville,Cary,2.9,GYM,Erika Brown
12/2/2016 12:12,12/2/2016 12:23,Cary,Apex,5.1,RESTAURANT,David Whitaker
12/2/2016 13:07,12/2/2016 13:22,Apex,Cary,5.3,SHOPPING,Alexis Wang
12/2/2016 20:41,12/2/2016 20:48,Cary,Morrisville,3.3,GYM,Nancy Brennan
12/2/2016 22:59,12/2/2016 23:07,Morrisville,Cary,3.0,SHOPPING,Alexis Wang
12/3/2016 18:35,12/3/2016 18:56,Cary,Wake Co.,6.6,OFFICE,Erika Brown
12/3/2016 19:08,12/3/2016 19:15,Wake Co.,Morrisville,1.8,OTHERS,Nicole Garrett
12/3/2016 20:31,12/3/2016 20:41,Morrisville,Cary,3.0,SHOPPING,Paul Smith
12/4/2016 18:56,12/4/2016 19:03,Cary,Morrisville,2.9,RESTAURANT,Michael Mckinney
12/4/2016 20:23,12/4/2016 20:34,Morrisville,Cary,3.4,RESTAURANT,Amber Young
12/5/2016 18:04,12/5/2016 18:17,Cary,Cary,4.1,SHOPPING,Samantha Coleman
12/5/2016 19:22,12/5/2016 19:37,Cary,Cary,3.8,OTHERS,Steven Jones
12/7/2016 12:03,12/7/2016 12:32,Cary,Cary,6.6,GYM,Paul Smith
12/7/2016 12:35,12/7/2016 12:46,Cary,Cary,4.0,OTHERS,William Jennings
12/7/2016 19:53,12/7/2016 20:13,Cary,Cary,7.0,BAR,Kelly Torres
12/7/2016 21:13,12/7/2016 21:50,Cary,Cary,6.9,RESTAURANT,John Peters
12/8/2016 14:19,12/8/2016 14:32,Cary,Cary,3.4,PLAY ARENA,Troy Stewart
12/8/2016 14:53,12/8/2016 15:02,Cary,Cary,3.4,OFFICE,George Thomas Jr.
12/8/2016 19:22,12/8/2016 19:27,Cary,Cary,2.0,PLAY ARENA,Heather Maxwell
12/8/2016 21:26,12/8/2016 21:31,Cary,Cary,2.0,BAR,Brendan Rivera
12/9/2016 12:09,12/9/2016 12:24,Cary,Apex,5.1,BAR,John Medina
12/9/2016 13:15,12/9/2016 13:43,Apex,Cary,8.8,RESTAURANT,David Whitaker
12/9/2016 20:11,12/9/2016 20:34,Cary,Cary,5.6,GYM,Heather Mcguire
12/9/2016 22:03,12/9/2016 22:57,Cary,Cary,18.9,OFFICE,Ryan Barnes
12/10/2016 12:43,12/10/2016 13:16,Cary,Fuquay-Varina,15.6,OFFICE,Rose Cruz
12/10/2016 14:42,12/10/2016 15:18,Fuquay-Varina,Cary,15.6,GYM,Kelly Torres
12/10/2016 18:17,12/10/2016 18:27,Cary,Morrisville,3.0,PLAY ARENA,Paul Smith
12/10/2016 22:09,12/10/2016 22:21,Morrisville,Cary,3.1,OTHERS,Jeremy Price
12/11/2016 16:06,12/11/2016 16:16,Cary,Morrisville,3.0,BAR,William Walker
12/11/2016 19:05,12/11/2016 19:15,Morrisville,Cary,4.8,SHOPPING,Nancy Brennan
12/11/2016 21:48,12/11/2016 21:56,Cary,Cary,2.1,GYM,Margaret Brock
12/12/2016 13:22,12/12/2016 13:32,Cary,Cary,3.1,SHOPPING,Alexis Wang
12/12/2016 13:36,12/12/2016 13:51,Cary,Apex,4.4,PLAY ARENA,Courtney Jones
12/12/2016 14:26,12/12/2016 14:39,Apex,Cary,4.7,SHOPPING,Tracy Hanna
12/12/2016 17:51,12/12/2016 18:01,Cary,Morrisville,3.0,OTHERS,Tracy Hanna
12/12/2016 20:48,12/12/2016 20:57,Morrisville,Cary,3.0,PLAY ARENA,George Thomas Jr.
12/13/2016 18:19,12/13/2016 18:29,Cary,Cary,4.2,OFFICE,Patricia Marshall
12/13/2016 20:20,12/13/2016 20:29,Cary,Cary,4.1,BAR,Alexis Wang
12/14/2016 16:52,12/14/2016 17:10,Cary,Cary,3.4,SHOPPING,Wesley Wilson
12/14/2016 17:22,12/14/2016 17:34,Cary,Cary,3.3,OTHERS,David Hartman
12/14/2016 17:50,12/14/2016 18:00,Cary,Morrisville,3.0,BAR,Heather Mcguire
12/14/2016 20:24,12/14/2016 20:40,Morrisville,Cary,3.1,OFFICE,David Rodriguez
12/15/2016 14:20,12/15/2016 14:54,Cary,Morrisville,10.6,BAR,Matthew Russell
12/17/2016 15:38,12/17/2016 16:12,Unknown Location,Unknown Location,4.8,PLAY ARENA,Chad Davis
12/17/2016 17:19,12/17/2016 17:59,Unknown Location,Unknown Location,5.3,RESTAURANT,Erika Brown
12/18/2016 13:03,12/18/2016 13:41,Unknown Location,Unknown Location,4.9,BAR,William Walker
12/18/2016 16:38,12/18/2016 17:25,Unknown Location,Unknown Location,10.2,RESTAURANT,John Peters
12/18/2016 20:35,12/18/2016 21:04,Unknown Location,Unknown Location,9.2,GYM,Steven Jones
12/19/2016 9:08,12/19/2016 9:36,Unknown Location,Islamabad,7.7,RESTAURANT,Steven Jones
12/19/2016 10:15,12/19/2016 10:34,Islamabad,Rawalpindi,5.9,GYM,Wesley Wilson
12/19/2016 13:04,12/19/2016 13:08,Rawalpindi,Unknown Location,0.7,RESTAURANT,Elizabeth Gross
12/19/2016 13:24,12/19/2016 13:35,Unknown Location,Unknown Location,1.3,BAR,David Patel
12/19/2016 14:07,12/19/2016 14:15,Unknown Location,Unknown Location,2.5,OFFICE,Heather Mcguire
12/19/2016 14:18,12/19/2016 14:32,Unknown Location,Unknown Location,5.3,RESTAURANT,Troy Stewart
12/19/2016 14:37,12/19/2016 14:50,Unknown Location,Unknown Location,5.4,BAR,David Whitaker
12/19/2016 15:09,12/19/2016 15:38,Unknown Location,Rawalpindi,10.2,GYM,Sarah Peck
12/19/2016 16:50,12/19/2016 17:09,Rawalpindi,Islamabad,7.2,PLAY ARENA,Heather Mcguire
12/19/2016 19:05,12/19/2016 19:17,Islamabad,Unknown Location,2.2,PLAY ARENA,Nancy Brennan
12/19/2016 19:55,12/19/2016 20:30,Unknown Location,Unknown Location,11.0,OTHERS,Jeremy Price
12/20/2016 8:49,12/20/2016 9:24,Unknown Location,Rawalpindi,12.0,RESTAURANT,Sophia Hernandez
